feature1,feature2,label
2.651105549010575,4.983703433351799,0
3.5809228307171406,4.07028444085745,0
3.777532676489683,4.5819587452054185,0
4.471790526750553,5.6631810088872,0
2.738822878672801,3.3113231870969164,0
2.3050767376487227,5.9404234595994225,0
4.805415190392818,4.456313852057668,0
2.4251879601033686,4.114180503488682,0
4.513580769015085,4.351131840386775,0
2.9110667860795107,4.916954228227905,0
3.5056451254939702,3.184728890125803,0
3.3891509510081956,3.575037529608046,0
3.0396231519440504,3.472036078076862,0
2.489696320704277,3.1117148505444723,0
4.087624734252196,4.673392263730621,0
1.9326829632014908,5.218049983962686,0
6.3637125482438,3.1677465970030596,0
2.65965161946298,2.1414284554152765,0
3.0008230655994366,4.3515744826051925,0
4.52150884720926,3.3195258628485367,0
3.938057707963031,3.3185852874529447,0
2.7989019173723793,3.9825113560447485,0
1.2120878709530543,3.1482597722806567,0
1.3716966898004026,4.966997738195396,0
3.0531155942891144,4.289712931536223,0
3.062444337983885,2.9018712694788773,0
3.1305330637519146,3.8146629364256466,0
1.659265271824484,3.675980320783853,0
4.484363382091047,5.313088279432838,0
2.3678359855710385,3.608426702055496,0
0.6315042957987975,3.4093160873759767,0
1.2869984750828654,2.687148591578559,0
3.45377960416552,2.216674705736718,0
4.425515834124265,3.654301391560659,0
3.9986574308659195,4.725386344219531,0
2.071590298751657,3.32001726376105,0
1.8873715604085206,4.012475160985868,0
2.4736886444783233,3.3204691038393817,0
4.459947605434259,5.366573580253731,0
4.708101348430769,4.239030424033738,0
2.5400654104755844,5.158311710697322,0
3.253673937110261,4.203742962356631,0
4.773201563062353,4.98860927679197,0
2.1885728173304084,2.476740513677459,0
2.6990055199295697,3.609388972029887,0
3.468037147971642,5.513548419276237,0
3.4246401069382015,4.122346219111998,0
1.6123528847847362,3.532958899872438,0
4.273596629988058,4.121721614525689,0
1.782535782356942,4.403288098923971,0
1.5269049004718311,3.192532066630921,0
1.9672440173579069,4.852844830105573,0
2.204940814418485,4.932159558267921,0
4.701164874559448,4.114539812969355,0
2.71930532288181,2.840202799721737,0
5.007742510424869,3.9928760870140185,0
3.5944028619128447,4.086777544928802,0
2.6897877162711317,4.387108572364272,0
1.688328717627937,5.868221139224558,0
2.4162081407335405,3.936339658373726,0
3.003954986298831,3.766427593089759,0
4.314821783255012,2.1347650091668346,0
3.3891515107280146,5.4597802576972185,0
2.6396807315852855,3.547307591219499,0
4.3758286362054974,3.8540726584702707,0
1.5055469274963784,5.749575413731124,0
4.449171403070365,2.993179959692342,0
4.258567949654202,4.5291469165658285,0
2.4857652730385986,1.621256311767599,0
3.3570955671207354,5.513356064735208,0
2.413454799667364,3.308345211179008,0
2.700173035647422,3.653011434847572,0
3.5903252659176728,5.759552972713208,0
2.1962091362892164,4.524631469264287,0
4.214815693563537,3.9263040148330726,0
4.04675257377285,4.146183743311138,0
3.7967931727120723,3.5660578356066903,0
2.144196073858997,5.312638414692277,0
4.209318989270414,3.7393167531720164,0
3.4836490784446053,2.260988744733926,0
2.547846584916491,3.505960314897074,0
5.7359916719438715,3.8055941491176264,0
3.608723783831656,5.492002152108964,0
3.0946660450090877,4.09154135965309,0
3.2183126810854716,4.8394304444071485,0
3.391332586113464,3.610753534430776,0
2.1040132214977008,2.9280809721350787,0
2.654066514482019,3.491263192231199,0
1.4503095932012693,4.558031479476717,0
3.178488371320334,3.8674713083985006,0
4.089225724549461,4.978081502210337,0
3.6305997847246627,4.091378010220784,0
3.0878557214522777,4.301407933963922,0
5.572809598753554,3.612570627026016,0
3.3316852762033697,3.99724479507835,0
3.2463474740846157,5.154802599669953,0
3.316328315291621,4.286953207669833,0
2.21341799839303,3.220247590201018,0
3.248113036123427,4.307956446648745,0
4.108789609742866,2.58664581142171,0
3.687739070564899,4.737344174381547,0
1.8791675974794306,4.055002337450159,0
5.5684250269536655,3.641429636975094,0
1.2929713758149863,4.084507764468373,0
1.2451997496412672,3.9366893139183654,0
3.1149385862764545,4.3944464684748485,0
3.981625886062904,4.421518905049803,0
3.2886702142008706,3.8735766292923306,0
2.1120091484854644,4.884693811697416,0
2.744651356424657,3.04959079765101,0
4.757540422568121,3.8669745875973267,0
1.7669593766765788,4.916728415855156,0
2.86077208799093,3.5418279886310446,0
4.640854047257997,5.186021976671076,0
3.4517082308228018,4.6429085915777355,0
2.5447828305538707,3.5412521028076087,0
4.384775943777315,5.037453109811176,0
4.4517977788206196,4.072504638173504,0
4.3361070560925725,4.509711653440932,0
4.336322530185674,3.5041772807808607,0
3.384599562100903,2.9346280132596227,0
2.9753132629629393,2.2632283236725277,0
4.1022000342918,3.4968487360547513,0
1.8399064820205524,3.9257412603329493,0
3.3867163905593385,4.9665095599708735,0
0.9624793806612053,5.800809262298728,0
2.094744646138034,3.921544468061801,0
1.8250530956201476,6.896559448819534,0
2.802290711724601,2.901665577074972,0
2.0675936996028716,2.7681860313727515,0
3.790010132392426,4.7559011723975315,0
2.0416974515344855,1.7872787476806598,0
2.8650680646386744,3.5602914378216735,0
3.8139410829786202,3.488907283868086,0
2.9380490767119407,4.0207589853365695,0
2.3676040129409808,5.069786790187266,0
3.8095025938119185,4.203806757977617,0
2.864058857270397,4.811002548136033,0
2.8818039398730173,4.330362049654831,0
4.477091362733328,3.9391615414071364,0
2.0018408556257814,3.646066669302273,0
2.932831826334547,2.2114336131067844,0
1.5888803730856296,3.252912220224562,0
3.1544475377996433,3.0862521922778763,0
3.7465001102776503,4.4916952801271695,0
1.7153294547471072,3.145988996486783,0
2.827465131563919,4.346017457354568,0
3.20636231561322,4.493984890856014,0
4.077158483242106,4.003722042943051,0
4.22622028489156,4.112603039134717,0
1.579230054783533,3.6163214196671416,0
2.8815101529111367,3.9908715648499897,0
0.6289187739278583,3.3940391155840386,0
2.9492074752775297,3.81059352444018,0
2.2647748339959533,3.048577965315776,0
5.044504595031406,3.256892141394161,0
2.4143912491028012,3.9124808155968083,0
3.0818358064632982,4.720832259873091,0
4.31398770661004,4.275934605638348,0
4.9804320831987265,3.9407904451747697,0
2.2956153382046898,5.595465298461421,0
3.042855942336489,4.268136925059583,0
2.4552478813501706,4.1692778662092405,0
4.041548013388633,5.4285986478799115,0
0.8555960761425911,4.076112323853013,0
3.232253782103967,2.337761005727753,0
2.5083900314008614,3.004382669517396,0
4.658970347337917,3.8750745633338632,0
1.9003562259208708,4.574030150846669,0
3.9186891564987416,3.8378892325958542,0
2.178452165097749,2.539626617274174,0
3.166812609548213,4.306025693315632,0
3.500856765615804,5.412766031610704,0
1.2244466717285452,3.665847383594707,0
3.4538269906974777,5.52436973046594,0
3.50748056661774,4.336435280245225,0
2.1023519696835713,4.139800286913298,0
2.4110100055290467,2.19338416016895,0
1.15767204860213,5.779170209965992,0
2.9941738890369147,2.652135884270895,0
1.1507539648873026,2.229663547217447,0
3.5403651379436556,2.2391898811550517,0
2.7150462554350887,5.524085492413093,0
3.28873240243959,6.049785629945166,0
2.3574057699312996,4.470397631905543,0
3.2710476556754102,4.249692718811506,0
3.1437943452642587,4.663941503496531,0
3.4393082361582823,1.6555657507655446,0
3.268047586760298,3.98353268555924,0
1.151318622333163,4.28910905183447,0
2.6528650865405683,3.850460955365725,0
2.954098195779315,3.8752565104508996,0
3.4783345252530964,3.4799064131837585,0
1.5192601940896993,3.7654259967522465,0
3.651426506508441,2.620433094006816,0
2.0354019374005183,3.7360419936792137,0
1.969107390635622,5.846057897473961,0
2.6153256021837747,1.7719020220037334,0
3.5600211266085533,3.1376735395422206,0
1.1013070964196947,3.8150787974450813,0
2.522304645603003,3.042046341694511,0
1.8280126985065603,4.576727224852276,0
2.0938465160143815,2.850004538771136,0
2.443445872792294,2.710884748416191,0
4.401932851857724,3.8626508888501014,0
1.7899841952112634,4.680592104873706,0
3.2763801469284495,5.106610564198405,0
3.592049547839691,2.6922033111565042,0
3.6081163708717394,3.0785737941713434,0
2.8698399405541024,4.506800997317097,0
4.010060844191969,3.8895251657226444,0
0.9841436097953751,3.924301629435355,0
2.806452044547754,4.870024227340593,0
4.427461750230229,4.532588612876638,0
2.4805547545705537,3.2456605319791554,0
4.38988257281025,4.239788234752013,0
2.72634843455858,6.703828073266012,0
3.956124082091121,4.114307672132805,0
2.055874519040084,2.391313664459685,0
2.4083534641573454,4.467580198212012,0
4.4476302243620705,4.897611872266952,0
2.145399016839585,4.569063943459535,0
5.0342404091760615,3.4040140945872697,0
3.909378146657499,3.1110560982228357,0
2.993386747675897,5.005427089763205,0
5.1231560147238415,5.2791005582288335,0
1.9840850956095166,3.1900277514449753,0
3.1008651297888346,5.230079680289166,0
3.32336783136738,4.9448044415164,0
2.4317739783859653,5.377027507533301,0
2.812463635552077,4.5130079841078174,0
1.657823418773625,4.597043397693145,0
4.292406807035681,4.106989122533488,0
2.8453508073127924,3.1101883859398636,0
1.8871554994688506,2.649750276707728,0
2.1528766011901275,5.369100180978762,0
4.5570041137891995,3.6923217331435287,0
4.238627813703902,3.206567262062638,0
3.94220658432815,4.886108453190615,0
2.5766314548501765,4.752188380111825,0
2.0083161329365327,2.3926478197809153,0
2.3687173268030874,3.653337850475629,0
3.8604827555664976,4.934694802198235,0
3.7478112496758245,5.01804717158634,0
4.06110994227345,5.13389568761256,0
2.8069765261887105,4.833302034963247,0
1.99849400821453,3.7930432860699277,0
2.698958827425787,4.769018578524953,0
3.479487715960002,4.875332651721892,0
1.445809894137963,4.626466719844333,0
3.733143903512882,4.39606368770299,0
1.6808650532401463,5.954279280259526,0
3.2718550329493783,4.799553973596403,0
1.9443682285751658,3.868524143477028,0
3.16261777517804,5.156115434082249,0
1.9739119525016886,4.0765662203847475,0
3.014174016827946,4.706505532019104,0
0.9097694370929728,5.138504557949274,0
2.6739240601346115,4.058711239907145,0
3.045761392222665,5.541071907103609,0
3.3991557270300228,3.461515521361125,0
2.5623612858008618,3.140325783931627,0
0.917349538007715,1.6065286721086016,0
3.402632633379051,5.120469673998394,0
2.7460043417139866,5.336839599199255,0
3.369977465235776,4.692118754673046,0
3.231834216443482,2.9320174403362413,0
2.0929687353077555,5.730634831039937,0
2.7830527042220203,3.1798540752521602,0
2.8972445493215453,4.155416382210758,0
0.181588560481452,3.5703622410950313,0
2.770508372050178,4.70550604245845,0
4.682690038354213,5.303658882613526,0
1.6798551751060145,5.333967407848313,0
2.468199340401751,2.2731114937944223,0
1.9079358498346963,3.5518729513359952,0
2.6119837663366505,4.42719052027835,0
2.8412844150087535,4.510250783895804,0
2.8388068756643112,4.651181674831487,0
3.7475864766242992,3.7976499084070294,0
2.098927958273906,3.642043990597914,0
3.7308455247035464,5.973710068865137,0
3.225359038810194,5.2913305191660145,0
1.5641117255824777,3.6741173871733266,0
3.225402381709428,3.5929498682494474,0
2.6785997426490273,4.948499654658638,0
4.0269023546408595,2.8612218078224076,0
2.2741219588247725,2.8766058624588835,0
3.3269493514220456,5.258193734700218,0
1.5043986478151767,4.5076719518564285,0
1.9250711538110397,4.206542829214371,0
1.4329275287466394,5.203194638091153,0
2.038985914029708,3.5248700711828893,0
2.1790186250682924,3.397248456344942,0
3.0067686536187153,5.412664034586945,0
4.403879432930916,4.46324749618235,0
3.3262238516395404,2.528489005286489,0
2.6746218955418914,3.3609856111567176,0
3.8075331476790844,4.793911950591748,0
4.227645254620187,4.254454216850043,0
3.9283084131667305,3.237483254681668,0
0.6490478869919118,4.358467925248307,0
2.1506728330694522,4.469305422465795,0
3.528689539776396,4.822082388263595,0
1.8119573591705749,5.356725101759402,0
3.4850962457736365,4.371191043161389,0
3.2135858893897344,2.6216896021848948,0
4.363239226978776,6.282903173837878,0
1.8233616572520328,4.948137224356042,0
2.8131783754524986,5.531568999312507,0
4.365876987803126,3.967010416445395,0
4.001833470166534,5.584980427505238,0
2.485491807120124,3.9278815313740543,0
2.99468875982932,4.432070147380854,0
1.2870413714481654,4.38588903043386,0
3.032866631551087,3.969211583712498,0
2.4314670037735353,2.819542393234311,0
2.6345764949833868,4.761435029252261,0
1.8062751383802578,5.6437883780910365,0
1.4047975458970827,3.782256757894132,0
2.6434834530225313,5.705037452617207,0
3.001614502861576,4.150247862274918,0
1.7233607895445844,5.62025661450485,0
2.474646959903217,4.923756227991041,0
3.992578952924486,4.076348208673464,0
4.876031718223871,2.631252413035681,0
3.325237531498467,5.770282637605935,0
2.3493324624354828,3.5227506807836657,0
4.889661097219039,4.432364356374142,0
1.3328481094887052,3.6712619451814645,0
3.6000364796191993,3.1644330102843483,0
3.7616065135659085,3.6456668897047426,0
3.68823193700453,4.534791265108051,0
2.688303857769339,6.373871655673154,0
2.163497258873778,3.5793439970860943,0
3.565022983601341,5.139317132196219,0
3.307792180023281,3.5617604402886878,0
3.1327246295783358,3.3295654822128524,0
4.970922294171408,3.092815522960367,0
2.50767448713529,4.8654048851796405,0
3.4309035928245297,3.217678529549539,0
2.2238664170102074,4.7250383641887055,0
2.9981107837928196,5.214834296432675,0
3.5107349065880635,3.616368757104178,0
2.7296998681895963,2.6508134202110805,0
3.1320941758155545,5.094866846860002,0
3.288937416344579,4.707273669091639,0
4.640791262606095,5.569708227486107,0
2.505610855698071,2.2439009623138357,0
3.363575974472041,3.4484072280483957,0
3.511601163804891,3.938522130864854,0
3.2915234087650993,6.3101311264985895,0
2.518267709328309,4.279902330131089,0
3.6509078773667856,3.88155182067327,0
1.551770202332364,4.371938263283143,0
3.6897034604002923,4.30750465043239,0
2.254961831090534,3.699367388882469,0
3.2994973019936618,4.691972576282922,0
4.3722864330026425,4.877275430831707,0
3.0311408212882873,4.65693974883806,0
3.3022860374485106,3.1333223963745445,0
3.079857046512111,4.223583616689523,0
2.630568696633965,5.871245489743887,0
1.6700390049662899,4.666542106849095,0
3.039948843182092,3.273974471959398,0
2.4657473532422096,2.728508344203127,0
2.7161710675440296,4.171192854353997,0
2.9131524050206736,2.305276958771314,0
3.207383685728294,3.1227205366012574,0
3.867722437822075,3.2863001775016585,0
4.078821113486936,2.712303914053664,0
4.461958832520846,4.389190413508736,0
2.401482837550038,3.4148914052713066,0
1.2842331499663837,5.086372641748822,0
4.006802794646616,2.735792933109246,0
2.1019471416980036,5.892854008041899,0
3.341056831347521,4.961319910356529,0
2.340939589380927,4.985587117647789,0
2.545510675867405,2.0630286974284746,0
1.6469632186993215,3.9301364783396355,0
3.1138400722442543,4.115454729286332,0
2.8394094042113496,4.301195896773805,0
3.4121065794245826,2.634390110732813,0
3.1926585171061546,4.53390547610101,0
3.5258719767372337,4.255700828876383,0
3.2991161381902345,3.448854681279678,0
4.32182697462759,3.328247678195256,0
3.2259460593592646,4.190161448614082,0
3.0835640823544304,0.8799599197222769,0
3.8395778287093427,3.104002539816126,0
4.455413672596422,4.331958991434961,0
2.1448562538021796,3.7804782617940846,0
3.1596126988474227,3.1593966568538754,0
3.2804806730059157,3.9783964731689228,0
3.6754106828296447,5.136207539807293,0
1.907436139689617,5.851834262298006,0
3.1638916766505907,5.671227178721045,0
2.2809845788655743,5.427319125795408,0
3.887134035308399,5.397995490334138,0
1.9176161187715126,3.2517602880167247,0
3.549679226040335,4.320565914862923,0
2.514773452393073,3.5287454039722617,0
2.769603386298686,3.8093457067242715,0
2.8351663321772884,3.5443027150584787,0
2.3988685829139644,4.631611079557073,0
4.118951468590467,4.7034282862591095,0
3.065258840850101,2.943854384852493,0
3.8302084182096907,5.586300708525684,0
3.006710186952637,4.237724462329963,0
3.3698014255018314,6.733278953046025,0
